-120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-2120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-5030,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-2120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-5030,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-2120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-5030,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-2120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-5030,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-2120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-5030,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-2120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-5030,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-2120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-5030,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
-120,-5,3.14159265,3.14159265,10000000
-10000,0,0,0,100000000
